Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,total_grade_1st_sem,total_grade_2nd_sem,admission_grade_per_age,log_course
1,39,1,1,19,133.1,1,37,37,9,10,100.0,0,0,0,1,1,0,31,0,0,7,7,0,0.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,0,2.3333333333333335,2.3333333333333335,3.225806451612903,9.1649245084457
1,5,1,1,1,126.0,1,19,38,5,6,117.3,1,0,0,1,0,0,19,0,0,5,15,3,10.8,0,0,5,6,3,10.5,0,13.9,-0.3,0.79,0,5.633333333333333,4.083333333333333,6.173684210526315,9.121181235656364
2,39,2,1,1,133.1,41,37,19,9,9,130.0,0,0,0,1,0,0,30,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,1.0,1.0,4.333333333333333,9.17678358844734
1,51,1,1,1,129.0,1,37,38,3,3,137.8,1,0,0,1,0,1,20,0,2,7,7,7,16.13142857,0,0,8,9,8,15.52222222,0,11.1,0.6,2.02,1,6.521904761666666,6.753703703333334,6.890000000000001,9.159047077588632
1,17,1,1,1,140.0,1,19,38,7,7,136.5,1,0,0,1,0,1,18,0,0,7,7,7,14.83857143,0,0,8,9,8,14.8,0,12.4,0.5,1.79,1,5.973095238333333,6.633333333333333,7.583333333333333,9.159047077588632
4,39,1,0,1,133.1,1,37,37,5,5,138.7,0,0,0,1,0,0,31,0,0,5,7,3,10.33333333,0,0,5,6,3,12.0,0,10.8,1.4,1.74,0,4.222222221666667,4.333333333333333,4.474193548387096,9.209439966733019
1,17,1,1,1,134.0,1,19,1,9,4,124.9,1,0,0,1,0,0,19,0,0,6,11,3,12.0,0,0,6,11,4,11.25,0,7.6,2.6,0.32,0,5.333333333333333,5.375,6.5736842105263165,9.132811169466946
4,39,1,0,1,133.1,1,37,37,9,7,140.0,0,0,0,1,0,1,43,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0,2.0,1.6666666666666667,3.255813953488372,8.98894529119609
1,17,2,1,1,132.0,1,38,38,9,8,122.6,1,0,0,1,0,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,1,5.194444444999999,5.333333333333333,6.13,9.132811169466946
1,1,2,1,1,131.0,1,1,1,5,9,129.5,1,0,0,1,0,1,19,0,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,1,6.324583333333333,6.324583333333333,6.815789473684211,9.159047077588632
1,1,1,1,1,133.1,1,3,1,1,7,155.0,0,0,0,1,0,0,22,0,0,5,6,3,11.33333333,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0,4.222222221666667,1.6666666666666667,7.045454545454546,9.17678358844734
1,1,1,0,1,133.1,1,3,1,1,7,100.0,0,0,0,1,0,0,26,0,2,8,11,7,12.75,0,2,7,7,7,12.28571429,0,16.2,0.3,-0.92,1,6.791666666666667,5.880952381666667,3.8461538461538463,8.98894529119609
1,18,1,1,1,160.0,1,19,19,5,8,137.6,1,0,0,1,0,1,19,0,0,5,6,5,12.6,0,0,5,8,5,11.25,0,10.8,1.4,1.74,1,4.766666666666667,4.875,7.242105263157894,9.121181235656364
1,7,1,1,3,120.0,1,19,3,4,2,120.0,1,0,0,1,0,0,29,0,0,8,8,6,12.25,1,0,8,8,6,12.25,1,12.7,3.7,-1.7,0,5.875,5.875,4.137931034482759,9.159047077588632
1,15,1,1,1,114.0,26,3,19,122,144,114.0,0,0,0,1,0,0,20,1,0,7,14,0,0.0,6,0,7,12,2,11.66666667,0,8.9,1.4,3.51,0,4.5,5.444444444999999,5.7,9.1649245084457
4,1,1,0,1,140.0,1,37,37,9,7,139.0,0,0,0,1,0,1,38,0,0,5,8,5,11.0,0,0,5,7,5,11.4,0,9.4,-0.8,-3.12,0,4.833333333333333,4.733333333333333,3.6578947368421053,9.209439966733019
1,39,1,1,1,100.0,1,37,37,9,5,110.0,0,0,0,1,0,0,41,0,8,12,17,12,11.83333333,0,3,12,22,9,12.7,0,15.5,2.8,-4.06,1,10.138888888333334,9.783333333333333,2.682926829268293,9.105313134108476
1,1,6,1,1,139.0,1,19,38,4,9,128.5,1,0,0,1,0,0,19,0,0,8,10,6,13.06666667,0,0,8,10,6,13.06666667,0,12.7,3.7,-1.7,0,6.177777778333334,6.177777778333334,6.7631578947368425,9.159047077588632
1,1,1,1,1,136.0,1,1,38,4,5,132.2,0,0,1,1,0,0,19,0,0,6,6,6,13.83333333,0,0,6,8,6,13.875,0,10.8,1.4,1.74,1,5.305555555000001,5.645833333333333,6.957894736842104,9.112727543109182
4,7,1,1,3,130.0,1,3,19,2,3,130.0,0,0,0,1,0,0,43,0,0,7,7,3,13.83333333,1,0,7,7,0,0.0,0,16.2,0.3,-0.92,0,5.305555555000001,2.3333333333333335,3.0232558139534884,9.159047077588632
1,17,1,1,1,145.0,1,38,37,9,7,129.3,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,1,4.466666666666667,4.7,6.805263157894737,9.119320973589014
1,1,1,1,1,133.1,1,19,38,9,8,128.2,1,0,0,1,1,1,19,0,6,12,12,12,13.33333333,0,4,11,15,10,12.81818182,0,8.9,1.4,3.51,0,9.222222221666668,8.803030303333333,6.747368421052631,5.14166355650266
1,1,6,1,1,146.0,1,2,19,3,9,130.3,1,0,0,1,1,0,18,0,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,9.4,-0.8,-3.12,1,6.2910416666666675,6.2910416666666675,7.23888888888889,9.159047077588632
1,1,1,1,1,159.0,1,3,3,2,2,162.5,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0,0.0,0.0,8.552631578947368,5.14166355650266
2,39,1,0,19,133.1,1,34,34,0,0,130.0,0,0,0,1,1,0,38,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,1.0,1.0,3.4210526315789473,8.98894529119609
2,7,1,1,2,110.0,1,19,19,4,8,110.0,1,0,0,1,1,0,37,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0,2.5,2.0,2.972972972972973,9.119320973589014
1,39,1,1,1,120.0,1,1,19,4,10,142.3,1,0,0,1,0,1,26,0,0,6,6,6,13.33333333,0,0,6,10,5,14.5,0,10.8,1.4,1.74,1,5.222222221666667,5.916666666666667,5.473076923076923,9.17678358844734
1,17,1,1,1,130.0,1,37,37,9,9,122.0,1,0,0,1,0,1,21,0,0,6,8,1,10.0,0,0,6,13,5,11.4,0,12.7,3.7,-1.7,0,4.166666666666667,5.8999999999999995,5.809523809523809,9.13108069099055
1,1,3,1,1,158.0,1,1,19,9,9,153.6,1,0,0,1,0,1,18,0,0,6,7,6,15.66666667,0,0,6,8,6,15.28571429,0,8.9,1.4,3.51,1,5.777777778333333,5.880952381666667,8.533333333333333,9.114379980830272
1,1,1,1,1,122.0,1,3,19,2,3,112.9,0,0,0,1,0,0,18,0,0,7,9,7,11.85714286,0,0,7,7,7,11.85714286,0,16.2,0.3,-0.92,1,5.809523809999999,5.476190476666666,6.272222222222222,9.195531256322475
1,1,1,1,1,140.0,1,3,1,2,4,124.1,0,0,0,1,0,0,18,0,0,5,12,5,14.5,2,0,5,5,5,13.6,0,9.4,-0.8,-3.12,1,6.416666666666667,4.766666666666667,6.894444444444444,9.114379980830272
1,17,1,1,1,136.0,1,38,1,9,4,129.7,0,0,0,1,0,0,19,0,0,6,6,6,12.16666667,0,0,6,7,6,13.71428571,0,15.5,2.8,-4.06,1,5.027777778333333,5.452380951666666,6.826315789473684,9.13108069099055
1,1,1,1,1,111.0,1,19,19,9,9,110.0,1,0,0,1,0,0,18,0,0,6,6,5,12.6,0,0,6,8,6,12.0,0,11.1,0.6,2.02,1,4.933333333333334,5.333333333333333,6.111111111111111,9.187378760338836
1,17,2,1,1,145.0,1,2,38,3,8,136.3,1,0,0,1,0,0,18,0,0,8,12,7,12.28571429,0,0,8,12,7,12.28571429,0,12.7,3.7,-1.7,0,6.547619048333334,6.547619048333334,7.572222222222223,9.159047077588632
1,17,1,1,1,133.1,1,38,38,191,193,146.0,0,0,1,1,0,1,19,0,0,6,6,6,12.66666667,0,0,6,7,6,13.0,0,8.9,1.4,3.51,1,5.111111111666666,5.333333333333333,7.684210526315789,9.13108069099055
1,1,1,1,1,140.0,1,19,38,7,8,129.9,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,0,1.1666666666666667,1.3333333333333333,6.836842105263158,9.159047077588632
1,1,1,1,1,140.0,1,19,1,9,8,140.9,1,0,0,1,0,1,18,0,0,6,7,6,12.85714286,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,1,5.30952381,5.5,7.827777777777778,9.132811169466946
2,1,1,1,1,156.0,1,1,1,9,10,135.5,0,0,0,1,0,0,18,0,0,8,8,7,13.9,0,0,8,8,7,13.9,0,12.7,3.7,-1.7,1,6.1499999999999995,6.1499999999999995,7.527777777777778,9.159047077588632
1,1,1,1,1,132.0,1,38,37,9,7,122.0,1,0,0,1,0,1,20,0,0,8,8,7,13.81714286,0,0,8,8,7,13.81714286,0,10.8,1.4,1.74,1,6.136190476666667,6.136190476666667,6.1,9.159047077588632
1,53,1,1,42,140.0,1,1,19,4,5,140.0,0,0,0,1,0,1,22,0,1,7,10,6,13.31428571,0,2,8,10,7,12.875,0,8.9,1.4,3.51,1,6.219047618333334,6.645833333333333,6.363636363636363,9.1649245084457
1,1,1,1,1,164.0,1,34,1,0,0,163.0,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0,1.0,1.0,9.055555555555555,9.119320973589014
1,17,4,1,1,113.0,1,38,19,7,7,107.4,1,0,0,1,0,1,19,0,0,6,6,6,12.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,1,5.027777778333333,5.027777778333333,5.652631578947369,9.132811169466946
1,1,1,1,1,122.0,1,37,37,9,9,114.3,1,0,0,0,0,1,20,0,0,6,12,4,11.25,0,0,6,12,3,11.33333333,0,7.6,2.6,0.32,0,5.541666666666667,5.388888888333334,5.715,9.132811169466946
1,43,1,1,1,150.0,1,2,3,3,2,140.8,0,0,0,1,0,0,19,0,1,6,6,5,12.4,0,0,6,8,6,12.75,0,10.8,1.4,1.74,0,5.066666666666666,5.458333333333333,7.4105263157894745,9.112727543109182
1,1,2,1,1,135.0,1,37,37,5,5,126.3,1,1,0,1,0,1,20,0,0,6,6,6,14.66666667,0,0,6,7,6,14.57142857,0,8.9,1.4,3.51,1,5.444444444999999,5.595238095,6.3149999999999995,9.187378760338836
1,39,1,1,1,133.1,1,3,19,2,9,110.0,0,0,0,1,0,0,28,0,0,6,15,4,12.0,0,0,6,14,4,12.0,0,11.1,0.6,2.02,0,6.166666666666667,6.0,3.9285714285714284,9.114379980830272
1,1,2,1,1,122.0,1,1,1,193,101,126.2,0,0,0,1,0,0,19,0,0,6,8,6,14.0,0,0,6,18,3,12.66666667,0,12.4,0.5,1.79,1,5.666666666666667,6.611111111666666,6.6421052631578945,9.114379980830272
1,42,1,1,39,140.0,1,19,1,5,5,140.0,0,0,0,1,0,0,22,0,0,6,10,6,12.57142857,0,0,6,12,4,13.66666667,0,15.5,2.8,-4.06,0,5.761904761666667,5.944444444999999,6.363636363636363,9.105313134108476
1,1,1,1,1,138.0,1,1,3,9,1,123.0,1,0,0,1,0,0,19,0,1,6,14,6,15.53846154,0,0,6,9,6,12.625,0,15.5,2.8,-4.06,1,7.08974359,5.604166666666667,6.473684210526316,9.114379980830272
1,1,3,1,1,130.0,1,19,19,5,5,157.0,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0,1.0,1.0,8.722222222222221,9.187378760338836
1,5,1,1,1,157.0,1,5,43,2,2,149.7,1,0,0,1,0,0,18,0,0,6,6,6,15.0,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,1,5.5,5.472222221666667,8.316666666666666,9.119320973589014
1,43,1,1,1,140.0,1,2,1,2,3,140.0,1,0,0,1,0,0,22,0,0,5,11,4,12.25,0,0,5,9,5,13.28571429,0,12.7,3.7,-1.7,1,5.375,5.380952381666667,6.363636363636363,9.119320973589014
1,53,1,1,42,170.0,1,1,19,4,7,170.0,0,0,0,1,0,0,20,0,7,11,13,11,15.69230769,0,4,9,9,9,15.55555556,0,8.9,1.4,3.51,1,9.615384615,7.75925926,8.5,9.114379980830272
1,39,1,0,1,150.0,1,1,37,9,7,130.2,0,0,0,1,0,1,24,0,0,5,7,5,12.28571429,0,0,5,9,5,12.75,1,16.2,0.3,-0.92,1,4.880952381666667,5.458333333333333,5.425,9.209439966733019
1,17,1,1,1,146.0,1,1,38,9,9,135.5,1,0,1,1,0,0,22,0,12,17,19,12,11.83333333,0,10,17,22,11,11.25,0,11.1,0.6,2.02,0,11.972222221666668,11.875,6.159090909090909,5.14166355650266
1,43,1,0,1,120.0,1,38,19,5,4,118.3,0,0,0,1,0,0,20,0,2,6,6,6,12.16666667,0,0,6,7,5,14.0,0,12.7,3.7,-1.7,0,5.361111111666666,5.333333333333333,5.915,8.98894529119609
1,1,1,1,1,118.0,1,19,38,9,9,116.3,1,0,0,1,0,1,20,0,0,7,10,7,11.88888889,0,0,8,10,8,11.95625,0,12.7,3.7,-1.7,1,5.981481481666667,6.326041666666666,5.8149999999999995,9.1649245084457
2,7,1,0,3,120.0,1,38,1,9,9,120.0,0,0,0,0,0,0,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,1.0,1.0,3.4285714285714284,8.98894529119609
1,1,1,1,1,154.0,1,1,1,5,7,154.7,0,0,0,1,0,1,18,0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,1,4.633333333333334,4.6000000000000005,8.594444444444443,9.17678358844734
1,17,2,1,1,139.0,1,2,3,3,3,132.7,1,0,0,1,0,0,19,0,0,6,7,6,11.16666667,0,0,6,9,6,11.66666667,0,9.4,-0.8,-3.12,1,5.027777778333333,5.444444444999999,6.984210526315789,9.13108069099055
1,18,1,1,1,136.0,1,3,3,3,3,130.8,0,0,0,1,0,0,18,0,0,7,7,7,14.05714286,0,0,8,9,8,14.6,0,16.2,0.3,-0.92,1,5.842857143333333,6.6000000000000005,7.2666666666666675,9.159047077588632
1,1,2,1,1,130.0,1,1,38,4,9,122.7,1,0,0,1,0,0,18,0,0,6,10,4,11.75,0,0,6,13,4,10.0,0,7.6,2.6,0.32,0,5.291666666666667,5.5,6.816666666666666,9.132811169466946
2,39,1,1,19,133.1,1,1,2,4,6,130.0,0,0,0,1,0,0,31,0,0,6,6,6,13.16666667,0,0,6,8,6,13.0,0,9.4,-0.8,-3.12,0,5.194444444999999,5.5,4.193548387096774,9.13108069099055
1,17,1,1,1,133.0,1,19,19,5,7,123.6,0,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,1,5.416666666666667,5.5,6.505263157894737,9.13108069099055
1,18,1,1,1,143.0,1,38,37,4,9,116.5,1,0,0,1,0,1,20,0,0,7,10,7,12.625,0,0,8,8,8,13.0625,0,15.5,2.8,-4.06,1,6.104166666666667,6.177083333333333,5.825,9.159047077588632
1,17,3,1,1,117.0,1,19,38,5,7,111.1,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0,1.0,1.0,5.29047619047619,9.114379980830272
1,1,3,1,1,145.0,1,19,38,9,7,136.3,1,0,0,1,0,1,18,0,0,8,8,7,13.97142857,0,0,8,8,7,13.97142857,0,12.7,3.7,-1.7,1,6.1619047616666665,6.1619047616666665,7.572222222222223,9.159047077588632
1,1,5,1,1,134.0,1,34,1,5,7,129.8,1,0,0,1,0,0,18,0,0,6,7,2,11.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,4.333333333333333,1.0,7.211111111111112,9.112727543109182
2,39,1,0,1,170.0,1,38,19,4,8,134.7,0,0,0,1,0,0,33,0,0,5,5,5,12.8,0,0,5,6,5,15.33333333,0,10.8,1.4,1.74,1,4.633333333333334,5.222222221666667,4.081818181818181,9.209439966733019
1,1,2,1,1,143.0,1,37,37,9,7,131.8,1,0,0,1,0,1,18,0,0,6,8,6,13.57142857,0,0,6,6,5,12.8,0,12.4,0.5,1.79,0,5.595238095,4.966666666666667,7.322222222222223,9.17678358844734
1,1,1,1,1,140.0,1,37,37,7,9,126.8,1,0,0,0,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0,0.0,0.0,7.044444444444444,5.14166355650266
1,1,1,1,1,131.0,1,37,37,9,6,130.7,0,0,1,1,0,0,21,0,0,5,9,2,11.5,0,0,5,13,4,11.0,1,10.8,1.4,1.74,0,4.583333333333333,5.666666666666667,6.223809523809523,9.114379980830272
1,17,3,1,1,115.0,1,37,19,5,5,109.8,1,0,0,1,0,0,19,0,0,6,8,4,11.25,0,0,6,8,4,12.0,0,10.8,1.4,1.74,0,4.875,5.0,5.778947368421052,9.132811169466946
1,7,1,0,3,130.0,1,3,19,2,3,133.9,0,0,0,1,0,0,28,0,0,5,7,5,13.71428571,0,0,5,7,5,13.14285714,0,16.2,0.3,-0.92,1,5.119047618333333,5.023809523333333,4.7821428571428575,9.209439966733019
2,39,1,1,1,130.0,1,1,19,9,9,109.9,0,0,0,0,0,0,29,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0,1.3333333333333333,0.8333333333333334,3.7896551724137932,9.121181235656364
1,44,1,1,39,160.0,1,1,37,3,3,160.0,1,0,1,0,0,0,36,0,2,6,9,6,12.0,0,1,6,8,3,14.66666667,0,12.4,0.5,1.79,0,5.833333333333333,5.444444444999999,4.444444444444445,9.119320973589014
1,39,1,0,19,133.1,1,37,37,9,7,106.5,0,0,0,1,0,1,32,0,0,6,7,6,12.66666667,0,0,6,7,6,13.33333333,0,12.7,3.7,-1.7,1,5.277777778333333,5.388888888333334,3.328125,8.98894529119609
1,39,1,1,1,130.0,1,38,37,5,7,120.0,1,0,0,1,0,1,25,0,0,8,11,7,13.29,3,0,8,11,7,13.29,3,9.4,-0.8,-3.12,0,7.048333333333333,7.048333333333333,4.8,9.159047077588632
2,43,1,0,1,140.0,1,37,37,3,10,107.8,0,0,0,1,0,0,33,0,8,10,15,8,10.375,0,7,10,13,9,10.44444444,0,7.6,2.6,0.32,0,8.5625,8.24074074,3.2666666666666666,9.209439966733019
2,43,1,0,14,133.1,1,34,34,0,0,100.0,0,0,0,0,0,0,34,0,3,7,13,3,12.0,0,2,7,15,1,13.0,1,9.4,-0.8,-3.12,0,6.333333333333333,6.5,2.9411764705882355,8.98894529119609
2,39,1,0,1,150.0,1,34,34,0,0,112.5,0,0,0,1,0,0,33,0,0,6,10,5,11.4,0,1,6,7,6,11.16666667,0,7.6,2.6,0.32,1,5.3999999999999995,5.194444444999999,3.409090909090909,8.98894529119609
1,43,1,0,1,140.0,1,37,38,9,8,135.5,0,0,1,0,0,0,29,0,0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,0,5.875,5.933333333333334,4.672413793103448,9.209439966733019
1,1,1,1,1,145.0,1,1,1,4,10,145.0,0,0,0,1,0,0,18,0,0,7,7,6,13.86166667,0,0,8,16,0,0.0,1,12.4,0.5,1.79,0,5.643611111666666,4.166666666666667,8.055555555555555,9.159047077588632
1,1,1,1,1,126.0,1,37,38,7,7,119.0,0,0,0,1,0,1,18,0,0,6,6,6,12.16666667,0,0,6,7,6,12.14285714,0,15.5,2.8,-4.06,1,5.027777778333333,5.19047619,6.611111111111111,9.187378760338836
2,7,1,1,3,130.0,1,37,19,4,5,130.0,0,0,0,1,0,0,38,0,0,6,17,4,13.75,0,0,6,15,6,14.5,0,16.2,0.3,-0.92,1,6.791666666666667,6.916666666666667,3.4210526315789473,9.13108069099055
1,1,4,1,1,135.0,1,38,37,9,8,126.3,1,0,0,1,0,1,19,0,0,7,7,6,15.43333333,0,0,7,7,6,15.43333333,0,7.6,2.6,0.32,1,5.905555554999999,5.905555554999999,6.647368421052631,9.159047077588632
4,39,1,0,19,133.1,1,37,37,9,9,113.5,0,0,0,1,0,1,39,0,0,6,6,6,13.83333333,0,0,6,6,6,15.5,0,11.1,0.6,2.02,1,5.305555555000001,5.583333333333333,2.91025641025641,8.98894529119609
1,43,1,0,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,37,0,7,14,21,12,11.83333333,0,11,12,15,11,11.36363636,0,12.7,3.7,-1.7,1,10.972222221666668,10.06060606,3.2432432432432434,9.209439966733019
1,17,2,1,1,120.0,1,37,37,5,5,111.3,1,0,0,1,0,0,32,0,0,7,7,0,0.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,0,2.3333333333333335,2.6666666666666665,3.478125,9.1649245084457
1,18,1,1,1,147.0,1,38,34,4,0,130.2,0,0,0,1,0,0,18,0,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0.5,1.0,7.2333333333333325,9.13108069099055
1,43,1,1,1,149.0,1,1,1,4,8,140.2,1,1,0,1,0,0,20,0,1,7,9,7,12.33333333,0,0,8,8,8,12.625,0,12.7,3.7,-1.7,0,6.055555555000001,6.104166666666667,7.01,9.1649245084457
1,1,5,1,1,124.0,1,37,37,9,9,113.9,1,0,0,1,0,0,20,0,0,6,6,6,11.16666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,1,4.861111111666666,5.027777778333333,5.695,9.112727543109182
1,17,1,1,1,133.1,1,37,37,9,9,99.0,1,0,0,1,0,1,23,0,0,6,6,6,14.66666667,0,0,6,8,6,12.42857143,0,8.9,1.4,3.51,1,5.444444444999999,5.404761905,4.304347826086956,9.114379980830272
1,1,2,1,1,125.0,1,1,19,4,9,124.0,1,0,0,1,0,0,19,0,0,5,5,5,11.2,0,0,5,11,4,11.75,0,10.8,1.4,1.74,0,4.366666666666666,5.291666666666667,6.526315789473684,9.121181235656364
1,1,1,1,1,141.0,1,37,38,9,10,138.9,0,0,0,1,0,0,18,0,0,6,9,6,13.71428571,0,0,6,6,6,14.16666667,0,13.9,-0.3,0.79,1,5.785714285,5.361111111666666,7.716666666666667,9.13108069099055
1,1,1,1,1,131.0,1,38,19,9,9,130.0,1,0,0,1,1,0,19,0,0,5,5,5,12.8,0,0,5,10,5,11.44444444,0,10.8,1.4,1.74,1,4.633333333333334,5.24074074,6.842105263157895,9.121181235656364
1,17,4,1,1,118.0,1,1,38,5,7,120.8,1,0,0,1,0,0,20,0,0,6,9,4,13.25,0,0,6,11,5,11.8,0,12.4,0.5,1.79,1,5.375,5.633333333333333,6.04,9.187378760338836
1,1,6,1,1,129.0,1,37,19,9,7,127.8,1,0,0,1,0,0,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,0,6.463333333333334,6.463333333333334,6.726315789473684,9.159047077588632
1,17,3,1,1,136.0,1,37,38,4,5,126.0,1,0,0,1,0,0,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,1,6.351666666666667,6.351666666666667,6.631578947368421,9.159047077588632
1,1,2,1,1,134.0,1,1,19,4,5,126.0,0,0,0,1,0,0,18,0,0,6,10,4,11.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,1,5.166666666666667,5.033333333333333,7.0,9.13108069099055
1,1,1,1,1,153.0,1,38,19,9,5,138.5,1,0,0,1,0,1,20,0,0,8,8,7,15.79857143,0,0,8,8,7,15.79857143,0,10.8,1.4,1.74,1,6.466428571666667,6.466428571666667,6.925,9.159047077588632
1,1,3,1,1,119.0,1,19,37,9,9,119.4,1,0,0,1,0,0,20,0,0,7,7,7,13.77571429,0,0,8,8,8,15.6,0,12.4,0.5,1.79,1,5.795952381666666,6.6000000000000005,5.970000000000001,9.159047077588632
4,39,1,1,1,140.0,1,38,37,7,7,101.5,1,0,0,1,0,0,24,0,0,8,11,7,12.16,0,0,8,11,7,12.16,0,10.8,1.4,1.74,1,6.359999999999999,6.359999999999999,4.229166666666667,9.159047077588632
4,39,2,1,1,133.1,1,38,37,7,7,101.5,1,0,0,1,0,0,24,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,10.8,1.4,1.74,0,1.1666666666666667,1.1666666666666667,4.229166666666667,9.1649245084457
1,17,2,1,1,130.0,1,2,1,2,7,126.2,1,0,0,1,0,0,20,0,0,6,6,6,14.33333333,0,0,6,6,6,15.5,0,12.4,0.5,1.79,1,5.388888888333334,5.583333333333333,6.3100000000000005,9.187378760338836
1,1,3,1,1,128.0,1,19,19,3,3,129.8,1,0,0,1,0,0,20,0,0,6,6,6,11.83333333,0,0,6,6,3,13.33333333,0,9.4,-0.8,-3.12,0,4.972222221666667,4.722222221666667,6.49,9.112727543109182
1,1,1,1,1,145.0,1,38,37,3,9,138.4,1,0,0,0,0,0,18,0,0,6,7,6,14.83333333,0,0,6,8,6,12.5,0,8.9,1.4,3.51,0,5.638888888333334,5.416666666666667,7.688888888888889,9.114379980830272
1,1,1,1,1,146.0,1,1,37,9,9,129.3,0,0,0,1,0,0,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,1,6.2,6.2,7.183333333333334,9.159047077588632
1,1,1,1,1,119.0,1,2,1,4,3,113.1,1,0,0,1,0,0,21,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,1,4.7,4.7,5.385714285714285,9.114379980830272
1,17,1,1,1,160.0,1,1,38,4,10,144.3,1,0,0,1,0,0,18,0,0,6,10,4,13.0,0,0,6,9,5,13.66666667,0,9.4,-0.8,-3.12,1,5.5,5.611111111666666,8.016666666666667,9.195531256322475
1,17,5,1,1,144.0,1,19,1,5,3,141.0,1,0,0,1,0,1,19,0,0,8,8,7,12.48571429,0,0,8,8,7,12.48571429,0,12.7,3.7,-1.7,1,5.914285715000001,5.914285715000001,7.421052631578948,9.159047077588632
1,7,1,1,40,130.0,1,1,1,4,4,130.0,1,0,0,1,0,0,22,0,0,6,7,6,17.0,0,0,6,7,6,16.28571429,0,11.1,0.6,2.02,1,6.0,5.880952381666667,5.909090909090909,9.114379980830272
1,17,3,1,1,122.0,1,19,19,7,7,117.5,1,0,0,1,0,0,19,0,0,6,7,5,10.8,0,0,6,9,6,10.16666667,0,8.9,1.4,3.51,1,4.8,5.194444444999999,6.184210526315789,9.13108069099055
1,1,3,1,1,153.0,6,37,37,9,9,131.8,1,0,0,1,0,0,18,1,0,7,7,6,14.71666667,0,0,7,7,6,14.71666667,0,7.6,2.6,0.32,1,5.786111111666667,5.786111111666667,7.322222222222223,9.159047077588632
1,1,1,1,1,147.0,1,37,19,9,5,133.7,1,0,0,1,0,1,19,0,0,5,10,2,13.5,0,0,5,11,5,11.4,1,10.8,1.4,1.74,0,5.083333333333333,5.566666666666666,7.036842105263157,9.114379980830272
